city,date,AQI,airQuality,rank,PM2\.5,PM10,So2,No2,Co,O3
苏州,2025-01-03,良,64,136,42,77,45,7,0.73,46
苏州,2025-01-04,良,55,55,33,59,44,7,0.60,48
苏州,2025-01-05,良,90,184,67,94,46,8,0.81,50
苏州,2025-01-06,良,82,220,58,114,42,9,0.86,50
苏州,2025-01-07,良,70,221,51,89,47,10,1.05,32
苏州,2025-01-08,良,70,240,51,81,52,9,0.92,30
苏州,2025-01-09,优,37,69,15,37,23,8,0.70,48
苏州,2025-01-10,良,51,137,23,52,37,8,0.70,40
苏州,2025-01-11,良,71,230,47,75,57,11,0.90,23
苏州,2025-01-12,良,66,179,46,83,53,8,0.81,34
苏州,2025-01-13,良,88,210,65,116,69,8,0.85,34
苏州,2025-01-14,轻度污染,125,309,95,145,76,9,0.98,40
苏州,2025-01-15,优,46,92,14,46,25,7,0.60,47
苏州,2025-01-16,良,61,172,31,71,49,9,0.74,26
苏州,2025-01-17,良,78,222,53,87,62,9,0.99,29
苏州,2025-01-18,良,82,192,61,92,65,9,0.81,41
苏州,2025-01-19,轻度污染,101,236,76,105,52,9,0.89,57
苏州,2025-01-20,中度污染,164,314,125,166,72,11,1.26,60
苏州,2025-01-21,中度污染,174,300,132,171,70,11,1.21,67
苏州,2025-01-22,良,66,98,48,69,29,8,0.71,89
苏州,2025-01-23,优,49,56,27,45,39,6,0.70,38
苏州,2025-01-24,优,45,50,26,45,22,7,0.75,68
苏州,2025-01-25,优,42,97,12,28,13,6,0.61,80
苏州,2025-01-26,优,48,133,33,48,14,6,0.93,76
苏州,2025-01-27,优,48,178,20,48,7,7,0.72,72
苏州,2025-01-28,优,45,71,22,45,9,8,0.67,80
苏州,2025-01-29,良,92,113,69,87,13,10,0.77,84
苏州,2025-01-30,良,70,166,51,67,15,8,0.71,90
苏州,2025-01-31,优,49,107,34,44,16,6,0.68,61
苏州,2025-02-01,优,34,49,18,23,11,6,0.72,64
苏州,2025-02-02,良,66,207,48,69,13,7,1.00,70
苏州,2025-02-03,良,74,259,54,72,13,6,0.90,71
苏州,2025-02-04,良,69,283,50,65,16,7,0.82,72
苏州,2025-02-05,优,47,156,29,47,19,7,0.72,69
苏州,2025-02-06,优,42,84,23,42,20,7,0.65,66
苏州,2025-02-07,良,54,198,20,57,15,7,0.60,60
苏州,2025-02-08,优,35,61,15,35,17,8,0.61,59
苏州,2025-02-09,优,45,138,30,45,31,8,0.74,53
苏州,2025-02-10,良,58,175,41,57,35,8,0.73,58
苏州,2025-02-11,优,37,14,26,37,26,7,0.59,57
苏州,2025-02-12,良,92,260,69,83,28,6,0.87,44
苏州,2025-02-13,优,50,83,33,51,29,7,0.66,57
苏州,2025-02-14,优,44,59,20,40,35,6,0.57,49
苏州,2025-02-15,良,86,247,64,82,50,6,0.78,13
苏州,2025-02-16,良,95,303,71,97,33,8,1.02,58
苏州,2025-02-17,良,61,209,39,72,25,7,0.70,70
苏州,2025-02-18,优,45,116,21,45,34,8,0.62,61
苏州,2025-02-19,良,54,177,32,58,30,7,0.54,71
苏州,2025-02-20,优,39,65,21,37,25,7,0.57,70
苏州,2025-02-21,优,36,59,20,35,24,7,0.55,69
苏州,2025-02-22,良,64,247,46,65,30,7,0.62,78
苏州,2025-02-23,良,82,282,61,76,28,6,0.75,67
苏州,2025-02-24,良,84,279,62,83,35,8,0.79,66
苏州,2025-02-25,轻度污染,112,311,85,113,47,8,0.83,57
苏州,2025-02-26,轻度污染,114,306,86,112,48,8,0.92,58
苏州,2025-02-27,轻度污染,122,296,93,116,45,8,0.93,58
苏州,2025-02-28,良,70,174,51,69,44,7,0.83,55
苏州,2025-03-01,良,58,148,30,42,35,7,0.69,76
苏州,2025-03-02,良,56,227,36,57,38,8,0.70,68
苏州,2025-03-03,优,40,119,13,23,19,6,0.75,63
苏州,2025-03-04,优,30,40,13,17,23,5,0.62,50
苏州,2025-03-05,优,35,79,20,27,19,6,0.62,67
苏州,2025-03-06,优,44,121,29,43,21,6,0.65,82
苏州,2025-03-07,良,58,176,41,62,37,7,0.61,69
苏州,2025-03-08,良,82,247,61,86,48,7,0.70,66
苏州,2025-03-09,优,47,53,31,47,30,7,0.53,72
苏州,2025-03-10,优,50,70,33,51,36,7,0.55,60
苏州,2025-03-11,良,62,145,45,65,42,8,0.68,52
苏州,2025-03-12,优,42,41,18,26,34,6,0.67,40
苏州,2025-03-13,优,36,40,19,32,28,6,0.55,64
苏州,2025-03-14,优,42,116,15,42,34,7,0.55,56
苏州,2025-03-15,优,40,125,15,26,21,6,0.55,75
苏州,2025-03-16,优,44,170,30,44,25,7,0.60,63
苏州,2025-03-17,优,46,103,27,43,31,8,0.59,71
苏州,2025-03-18,优,48,129,21,42,23,8,0.56,81
苏州,2025-03-19,良,52,140,33,54,33,8,0.60,76
苏州,2025-03-20,良,60,174,36,61,44,8,0.60,81
苏州,2025-03-21,良,70,245,28,53,48,8,0.65,90
苏州,2025-03-22,良,71,203,29,57,49,8,0.64,90
苏州,2025-03-23,良,73,141,36,72,42,8,0.66,93
苏州,2025-03-24,良,78,184,35,69,30,7,0.63,98
苏州,2025-03-25,良,82,187,46,114,63,8,0.70,72
苏州,2025-03-26,轻度污染,113,253,65,112,52,10,0.86,128
苏州,2025-03-27,良,74,131,38,86,26,6,0.78,87
苏州,2025-03-28,良,62,142,27,73,20,6,0.61,62
苏州,2025-03-29,良,68,247,33,87,22,6,0.68,58
苏州,2025-03-30,优,44,146,20,44,21,7,0.56,79
苏州,2025-03-31,优,48,131,15,38,20,7,0.50,90
苏州,2025-04-01,良,51,113,25,48,25,8,0.48,91
苏州,2025-04-02,良,74,274,43,74,28,8,0.56,107
苏州,2025-04-03,良,62,123,28,47,26,6,0.51,91
苏州,2025-04-04,良,64,97,28,52,27,6,0.48,95
苏州,2025-04-05,良,76,242,45,80,31,7,0.65,93
苏州,2025-04-06,良,85,282,46,86,29,6,0.60,110
苏州,2025-04-07,轻度污染,101,306,41,81,31,7,0.57,120
苏州,2025-04-08,良,92,276,37,75,36,7,0.60,111
苏州,2025-04-09,轻度污染,106,304,52,96,44,9,0.77,120
苏州,2025-04-10,轻度污染,109,319,64,110,44,8,0.82,114
苏州,2025-04-11,良,87,242,46,84,37,8,0.63,107
苏州,2025-04-12,轻度污染,114,169,38,179,16,4,0.45,80
苏州,2025-04-13,良,92,158,28,134,14,5,0.32,89
苏州,2025-04-14,良,81,192,30,112,19,6,0.42,92
苏州,2025-04-15,良,71,196,22,56,29,7,0.48,95
苏州,2025-04-16,良,77,144,28,60,38,7,0.46,100
苏州,2025-04-17,良,63,67,30,72,27,6,0.45,91
苏州,2025-04-18,良,88,226,37,76,28,6,0.52,105
苏州,2025-04-19,良,97,270,47,85,25,6,0.66,106
苏州,2025-04-20,良,82,256,29,49,19,7,0.73,109
苏州,2025-04-21,良,55,145,36,53,25,5,0.58,79
苏州,2025-04-22,优,50,140,35,43,18,4,0.69,76
苏州,2025-04-23,良,81,276,29,59,23,5,0.62,111
苏州,2025-04-24,良,87,313,43,99,32,6,0.75,103
苏州,2025-04-25,良,60,184,15,69,22,5,0.41,87
苏州,2025-04-26,良,72,211,13,37,22,5,0.37,104
苏州,2025-04-27,良,65,225,22,47,28,6,0.48,94
苏州,2025-04-28,良,82,296,40,66,36,7,0.80,98
苏州,2025-04-29,良,90,273,23,46,26,6,0.45,114
苏州,2025-04-30,轻度污染,107,289,28,60,28,6,0.52,119
苏州,2025-05-01,良,73,285,26,54,15,5,0.48,114
苏州,2025-05-02,良,100,305,28,64,20,6,0.49,135
苏州,2025-05-03,良,89,289,26,57,18,5,0.51,107
苏州,2025-05-04,良,66,170,11,27,15,4,0.35,104
苏州,2025-05-05,优,48,111,25,41,21,3,0.50,82
苏州,2025-05-06,良,71,213,38,88,23,4,0.60,97
苏州,2025-05-07,良,87,241,31,93,18,4,0.43,116
苏州,2025-05-08,良,64,215,18,50,15,3,0.40,98
苏州,2025-05-09,良,52,152,11,19,14,3,0.50,81
苏州,2025-05-10,良,59,244,18,43,18,4,0.47,91
苏州,2025-05-11,良,74,293,20,36,16,5,0.45,114
苏州,2025-05-12,良,91,280,29,47,27,5,0.46,121
苏州,2025-05-13,轻度污染,111,308,29,48,24,6,0.44,132
苏州,2025-05-14,轻度污染,104,306,27,46,22,5,0.47,126
苏州,2025-05-15,良,78,260,46,68,42,6,0.88,74
苏州,2025-05-16,优,42,82,26,31,26,4,0.71,62
苏州,2025-05-17,良,59,178,25,37,23,4,0.74,95
苏州,2025-05-18,良,70,214,23,89,17,5,0.48,99
苏州,2025-05-19,良,86,240,29,55,22,5,0.59,107
苏州,2025-05-20,优,48,136,24,36,26,4,0.60,47
苏州,2025-05-21,优,42,104,11,17,21,4,0.52,62
苏州,2025-05-22,良,98,312,30,45,30,5,0.66,102
苏州,2025-05-23,优,46,111,12,16,14,4,0.48,73
苏州,2025-05-24,良,80,293,31,45,18,5,0.55,122
苏州,2025-05-25,良,97,305,33,49,27,6,0.58,116
苏州,2025-05-26,良,80,200,27,40,21,5,0.44,104
苏州,2025-05-27,良,77,184,17,29,16,4,0.40,110
苏州,2025-05-28,良,75,186,22,38,18,5,0.41,114
苏州,2025-05-29,良,94,225,28,42,21,5,0.42,118
苏州,2025-05-30,良,99,225,31,45,22,6,0.42,121
苏州,2025-05-31,轻度污染,108,295,34,49,19,5,0.49,136
苏州,2025-06-01,良,72,237,9,13,10,3,0.42,116
苏州,2025-06-02,优,50,165,8,11,14,3,0.55,84
苏州,2025-06-03,良,86,290,27,39,21,4,0.62,122
苏州,2025-06-04,轻度污染,114,299,37,56,34,5,0.61,126
苏州,2025-06-05,轻度污染,107,279,23,47,29,6,0.48,129
苏州,2025-06-06,轻度污染,108,278,19,43,21,6,0.42,136
苏州,2025-06-07,优,49,141,28,41,28,4,0.55,47
苏州,2025-06-08,优,34,38,13,16,18,4,0.54,53
苏州,2025-06-09,优,36,45,14,19,16,4,0.46,63
苏州,2025-06-10,优,32,33,17,25,25,3,0.58,38
苏州,2025-06-11,优,33,28,21,31,26,4,0.57,45
苏州,2025-06-12,优,38,61,12,17,22,3,0.48,61
苏州,2025-06-13,优,28,22,6,13,13,3,0.41,32
苏州,2025-06-14,优,42,99,17,30,19,3,0.53,52
苏州,2025-06-15,优,36,45,12,18,11,3,0.44,68
苏州,2025-06-16,良,72,246,11,26,11,4,0.40,109
苏州,2025-06-17,良,82,233,23,51,17,4,0.47,107
苏州,2025-06-18,轻度污染,104,301,24,49,21,5,0.50,126
苏州,2025-06-19,良,60,230,21,37,24,4,0.47,69
苏州,2025-06-20,优,40,161,11,24,17,4,0.38,54
苏州,2025-06-21,优,37,118,14,25,20,4,0.47,56
苏州,2025-06-22,优,43,112,7,10,13,3,0.43,79
苏州,2025-06-23,优,42,100,9,11,14,4,0.46,76
苏州,2025-06-24,优,44,102,16,22,16,3,0.51,77
苏州,2025-06-25,良,84,224,28,41,24,4,0.60,107
苏州,2025-06-26,良,99,303,25,37,16,4,0.59,112
苏州,2025-06-27,良,54,160,11,22,17,4,0.48,60
苏州,2025-06-28,优,50,181,14,26,17,4,0.49,77
苏州,2025-06-29,良,73,272,14,25,13,4,0.43,98
苏州,2025-06-30,良,70,287,13,25,15,4,0.39,70
苏州,2025-07-01,优,47,190,10,22,13,4,0.34,66
苏州,2025-07-02,良,70,300,14,29,13,4,0.40,83
苏州,2025-07-03,良,68,277,19,36,13,4,0.43,86
苏州,2025-07-04,良,88,305,20,39,14,4,0.43,110
苏州,2025-07-05,良,91,294,21,39,14,4,0.40,100
苏州,2025-07-06,良,79,253,15,29,14,4,0.39,88
苏州,2025-07-07,优,45,86,6,18,10,4,0.35,52
苏州,2025-07-08,优,26,22,6,16,11,4,0.37,33
苏州,2025-07-09,优,30,30,8,20,10,4,0.34,45
苏州,2025-07-10,优,44,149,31,44,12,5,0.37,39
苏州,2025-07-11,优,25,10,17,25,11,4,0.40,35
苏州,2025-07-12,优,26,9,10,18,10,4,0.35,42
苏州,2025-07-13,优,44,147,23,35,11,4,0.48,75
苏州,2025-07-14,良,95,312,24,37,14,4,0.53,117
苏州,2025-07-15,良,94,304,24,42,20,5,0.48,121
苏州,2025-07-16,良,82,272,30,46,17,4,0.53,105
苏州,2025-07-17,良,92,294,22,34,16,4,0.53,114
苏州,2025-07-18,良,92,270,20,31,11,4,0.44,109
苏州,2025-07-19,优,38,55,5,14,11,4,0.30,41
苏州,2025-07-20,优,22,11,7,22,7,4,0.24,32
苏州,2025-07-21,优,24,18,6,19,7,5,0.20,33
苏州,2025-07-22,优,22,28,7,20,7,5,0.24,30
苏州,2025-07-23,优,24,48,7,19,8,4,0.25,33
苏州,2025-07-24,优,28,81,11,25,10,4,0.29,35
苏州,2025-07-25,优,25,43,12,24,9,5,0.33,35
苏州,2025-07-26,优,20,15,8,17,7,4,0.39,30
苏州,2025-07-27,优,24,14,8,18,7,4,0.33,35
苏州,2025-07-28,优,20,12,9,20,10,4,0.33,26
苏州,2025-07-29,优,22,7,9,22,10,5,0.32,29
苏州,2025-07-30,优,18,3,4,7,8,4,0.40,32
苏州,2025-07-31,优,28,28,8,12,14,4,0.40,40
苏州,2025-08-01,良,52,163,21,31,12,3,0.49,88
苏州,2025-08-02,优,42,115,17,21,22,3,0.51,58
苏州,2025-08-03,良,52,173,16,21,13,4,0.53,85
苏州,2025-08-04,良,81,294,23,33,23,4,0.62,92
苏州,2025-08-05,良,68,258,22,33,19,4,0.51,94
苏州,2025-08-06,良,55,222,14,23,15,4,0.45,72
苏州,2025-08-07,优,43,162,8,16,15,4,0.37,62
苏州,2025-08-08,优,46,193,11,20,13,5,0.38,72
苏州,2025-08-09,优,46,208,14,25,14,5,0.40,65
苏州,2025-08-10,优,45,181,21,32,15,5,0.49,68
苏州,2025-08-11,优,48,189,18,25,19,4,0.52,60
苏州,2025-08-12,良,86,301,19,30,23,4,0.59,88
苏州,2025-08-13,优,42,112,12,24,16,4,0.40,59
苏州,2025-08-14,优,36,87,7,20,11,5,0.35,44
苏州,2025-08-15,优,38,109,7,19,11,5,0.35,49
苏州,2025-08-16,优,44,179,12,25,13,5,0.35,59
苏州,2025-08-17,优,43,153,16,27,12,6,0.39,56
苏州,2025-08-18,良,52,213,8,20,12,5,0.40,78
苏州,2025-08-19,良,76,291,15,28,16,5,0.43,91
苏州,2025-08-20,良,93,317,19,34,21,5,0.46,96
苏州,2025-08-21,轻度污染,110,328,28,46,19,5,0.48,131
苏州,2025-08-22,轻度污染,108,330,24,38,17,6,0.52,130
苏州,2025-08-23,良,92,322,19,33,19,6,0.50,102
苏州,2025-08-24,良,79,322,20,34,18,6,0.45,95
苏州,2025-08-25,良,77,316,16,31,23,5,0.45,75
苏州,2025-08-26,良,79,323,18,32,20,6,0.54,109
苏州,2025-08-27,良,85,318,11,22,17,6,0.39,81
苏州,2025-08-28,良,54,231,10,22,15,6,0.37,71
苏州,2025-08-29,良,52,237,10,23,15,5,0.37,67
苏州,2025-08-30,良,54,239,10,21,14,5,0.35,69
苏州,2025-08-31,良,54,255,15,27,17,5,0.42,72
苏州,2025-09-01,优,49,190,17,27,18,4,0.48,77
苏州,2025-09-02,良,52,199,19,27,23,4,0.51,65
苏州,2025-09-03,良,64,260,21,30,20,5,0.49,90
苏州,2025-09-04,良,82,311,16,27,20,5,0.45,91
苏州,2025-09-05,良,96,323,20,35,20,5,0.47,112
苏州,2025-09-06,轻度污染,101,323,20,35,18,5,0.44,103
苏州,2025-09-07,轻度污染,125,327,35,50,21,6,0.84,140
苏州,2025-09-08,良,92,323,15,26,21,5,0.46,82
苏州,2025-09-09,优,44,186,14,24,19,5,0.65,65
苏州,2025-09-10,优,48,219,11,27,19,5,0.52,83
苏州,2025-09-11,良,89,323,17,37,21,5,0.50,112
苏州,2025-09-12,良,81,324,18,32,19,4,0.46,91
苏州,2025-09-13,优,47,199,27,39,19,4,0.69,72
苏州,2025-09-14,良,67,266,23,34,17,4,0.63,78
苏州,2025-09-15,良,75,307,18,28,19,4,0.54,100
苏州,2025-09-16,良,93,320,23,38,21,5,0.50,103
苏州,2025-09-17,良,85,326,24,40,25,5,0.58,75
苏州,2025-09-18,优,42,264,7,19,18,4,0.40,72
苏州,2025-09-19,优,50,303,10,28,19,5,0.40,82
苏州,2025-09-20,优,34,142,15,24,20,4,0.55,51
苏州,2025-09-21,良,57,282,11,26,16,5,0.47,100
苏州,2025-09-22,良,66,314,11,27,22,5,0.43,89
苏州,2025-09-23,优,45,253,9,26,24,4,0.41,46
苏州,2025-09-24,优,24,43,8,21,19,4,0.40,27
苏州,2025-09-25,优,40,178,13,25,21,4,0.49,51
苏州,2025-09-26,优,48,236,19,32,24,5,0.52,62
苏州,2025-09-27,良,72,316,27,43,22,5,0.66,91
苏州,2025-09-28,良,91,326,30,43,21,5,0.63,95
苏州,2025-09-29,优,43,163,21,32,22,5,0.84,61
苏州,2025-09-30,优,40,121,26,35,29,5,0.83,58
苏州,2025-10-01,优,50,197,31,39,23,5,0.83,81
苏州,2025-10-02,良,72,320,15,26,14,5,0.58,107
苏州,2025-10-03,优,50,245,27,42,19,5,0.78,67
苏州,2025-10-04,优,46,208,23,36,24,6,0.90,67
苏州,2025-10-05,良,62,301,19,34,22,5,0.53,79
苏州,2025-10-06,良,67,318,22,38,21,6,0.53,84
苏州,2025-10-07,良,68,317,36,49,15,5,0.79,103
苏州,2025-10-08,良,62,299,12,21,15,5,0.66,88
苏州,2025-10-09,良,68,296,10,24,18,5,0.53,97
苏州,2025-10-10,良,62,280,10,33,16,5,0.50,86
苏州,2025-10-11,良,89,321,23,50,25,5,0.60,105
苏州,2025-10-12,轻度污染,104,323,51,77,22,5,0.90,114
苏州,2025-10-13,良,58,286,41,62,34,5,1.06,36
苏州,2025-10-14,优,41,176,18,28,33,4,0.94,17
苏州,2025-10-15,优,50,240,25,36,27,5,0.77,80
苏州,2025-10-16,优,41,177,14,20,20,4,0.83,56
苏州,2025-10-17,良,52,285,8,22,22,5,0.58,78
苏州,2025-10-18,优,38,225,9,19,18,4,0.60,60
苏州,2025-10-19,优,32,165,12,30,19,6,0.68,60
苏州,2025-10-20,优,36,216,10,29,16,5,0.50,67
苏州,2025-10-21,优,32,166,10,29,19,6,0.59,59
苏州,2025-10-22,优,38,168,10,30,19,6,0.56,66
苏州,2025-10-23,优,40,128,14,32,23,6,0.60,69
苏州,2025-10-24,优,44,124,16,38,27,6,0.67,70
苏州,2025-10-25,优,48,134,19,39,25,6,0.64,80
苏州,2025-10-26,优,44,124,25,42,27,6,0.70,72
苏州,2025-10-27,优,50,161,32,50,28,6,0.76,69
苏州,2025-10-28,良,68,211,13,30,30,6,0.52,84
苏州,2025-10-29,优,44,93,9,25,35,5,0.44,55
苏州,2025-10-30,良,54,178,12,30,43,5,0.47,37
苏州,2025-10-31,优,35,81,22,34,28,6,0.66,53
苏州,2025-11-01,轻度污染,121,320,92,118,30,6,0.98,74
苏州,2025-11-02,良,86,322,64,90,30,7,0.83,80
苏州,2025-11-03,优,39,103,6,22,23,6,0.42,62
苏州,2025-11-04,良,54,195,15,37,43,6,0.53,36
苏州,2025-11-05,优,41,135,18,38,33,6,0.53,52
苏州,2025-11-06,优,48,176,27,48,38,6,0.57,37
苏州,2025-11-07,优,44,187,14,21,35,5,0.53,54
苏州,2025-11-08,优,30,89,20,27,24,5,0.67,36
苏州,2025-11-09,优,31,91,17,25,22,5,0.67,53
苏州,2025-11-10,优,43,163,21,42,19,6,0.58,74
苏州,2025-11-11,优,37,111,6,26,21,6,0.42,64
苏州,2025-11-12,优,40,108,13,40,28,6,0.50,59
苏州,2025-11-13,优,49,183,24,49,39,7,0.72,53
苏州,2025-11-14,良,89,276,66,110,53,7,0.92,65
苏州,2025-11-15,良,60,161,34,67,48,6,0.68,59
苏州,2025-11-16,良,57,163,36,64,45,6,0.65,64
苏州,2025-11-17,优,39,142,15,39,23,6,0.58,47
苏州,2025-11-18,优,43,224,18,43,29,8,0.57,28
苏州,2025-11-19,良,54,244,27,58,35,9,0.61,32
苏州,2025-11-20,良,62,262,44,73,46,10,0.69,33
苏州,2025-11-21,良,80,283,59,90,56,9,0.77,42
苏州,2025-11-22,轻度污染,118,311,89,128,70,10,0.93,47
苏州,2025-11-23,轻度污染,141,321,108,148,71,9,0.89,58
苏州,2025-11-24,良,88,216,65,99,54,11,0.83,59
苏州,2025-11-25,良,94,306,28,137,32,7,0.49,41
苏州,2025-11-26,良,73,187,37,96,58,8,0.67,30
苏州,2025-11-27,中度污染,177,310,56,304,34,6,0.56,41
苏州,2025-11-28,中度污染,172,338,67,293,53,8,0.63,28
苏州,2025-11-29,轻度污染,112,305,61,175,67,8,0.69,35
苏州,2025-11-30,良,94,253,65,127,75,8,0.90,35
苏州,2025-12-01,良,92,244,58,134,45,8,0.88,54
苏州,2025-12-02,良,55,160,17,60,27,6,0.53,51
苏州,2025-12-03,优,44,98,19,44,24,7,0.55,47
苏州,2025-12-04,良,58,160,23,49,46,8,0.61,33
苏州,2025-12-05,良,69,211,46,77,55,9,0.73,29
苏州,2025-12-06,良,74,181,50,78,59,8,0.70,36
苏州,2025-12-07,轻度污染,110,303,83,121,84,8,0.95,38
苏州,2025-12-08,良,76,242,56,92,49,7,0.77,46
苏州,2025-12-09,良,56,101,16,57,45,7,0.48,37
苏州,2025-12-10,良,51,83,18,47,41,6,0.54,37
苏州,2025-12-11,良,91,218,68,112,46,10,0.93,63
苏州,2025-12-12,优,37,57,9,28,19,6,0.45,61
苏州,2025-12-13,优,36,83,19,36,25,6,0.63,41
苏州,2025-12-14,良,57,169,33,64,26,7,0.72,47
苏州,2025-12-15,良,66,189,40,82,48,7,0.72,41
苏州,2025-12-16,良,78,215,46,80,62,8,0.78,30
苏州,2025-12-17,轻度污染,119,270,90,142,60,10,1.17,39
苏州,2025-12-18,良,61,103,39,72,38,6,0.64,53
苏州,2025-12-19,良,59,102,39,68,44,7,0.64,59
苏州,2025-12-20,轻度污染,115,278,87,126,53,8,1.13,30
苏州,2025-12-21,优,30,26,13,28,19,6,0.58,51
苏州,2025-12-22,优,39,60,8,26,31,6,0.48,37
苏州,2025-12-23,优,50,129,28,50,36,6,0.64,28
苏州,2025-12-24,良,69,238,50,67,37,6,0.90,11
苏州,2025-12-25,良,52,203,31,53,27,7,0.68,46
苏州,2025-12-26,优,41,101,14,32,33,7,0.66,40
苏州,2025-12-27,良,61,179,30,49,49,6,0.58,32
苏州,2025-12-28,良,80,209,59,85,64,8,0.83,29
苏州,2025-12-29,轻度污染,105,268,79,111,65,9,0.86,40
苏州,2025-12-30,良,95,227,71,104,34,7,0.74,63
苏州,2025-12-31,优,34,62,12,28,23,6,0.42,57
